DATE,TICKER,PRC,Sector
2010-12-02,XOM,71.48,Energy
2010-12-03,XOM,71.19,Energy
2010-12-06,XOM,71.31,Energy
2010-12-07,XOM,71.46,Energy
2010-12-08,XOM,71.85,Energy
2010-12-09,XOM,72,Energy
2010-12-10,XOM,72.18,Energy
2010-12-13,XOM,72.36,Energy
2010-12-14,XOM,72.18,Energy
2010-12-15,XOM,71.85,Energy
2010-12-16,XOM,72.22,Energy
2010-12-17,XOM,72.17,Energy
2010-12-20,XOM,72.22,Energy
2010-12-21,XOM,72.72,Energy
2010-12-22,XOM,72.8,Energy
2010-12-23,XOM,73.2,Energy
2010-12-27,XOM,73.01,Energy
2010-12-28,XOM,73.42,Energy
2010-12-29,XOM,73.37,Energy
2010-12-30,XOM,73.36,Energy
2010-12-31,XOM,73.12,Energy
2010-01-04,BA,56.18,Financial
2010-01-05,BA,58.02,Financial
2010-01-06,BA,59.78,Financial
2010-01-07,BA,62.2,Financial
2010-01-08,BA,61.6,Financial
2010-01-11,BA,60.87,Financial
2010-01-12,BA,60.43,Financial
2010-01-13,BA,61.16,Financial
2010-01-14,BA,61.56,Financial
2010-01-15,BA,60.82,Financial
2010-01-19,BA,60.65,Financial
2010-01-20,BA,60.2,Financial
2010-01-21,BA,59.2,Financial
2010-01-22,BA,57.77,Financial
2010-01-25,BA,57.78,Financial
2010-01-26,BA,57.71,Financial
2010-01-27,BA,61.93,Financial
2010-01-28,BA,62.56,Financial
2010-01-29,BA,60.6,Financial
2010-02-01,BA,61.7,Financial
2010-02-02,BA,61.94,Financial
2010-02-03,BA,61.46,Financial
2010-02-04,BA,59.32,Financial
2010-02-05,BA,58.4,Financial
2010-02-08,BA,57.89,Financial
2010-02-09,BA,59.74,Financial
2010-02-10,BA,59.54,Financial
2010-02-11,BA,60.59,Financial
2010-02-12,BA,59.65,Financial
2010-02-16,BA,61.26,Financial
2010-02-17,BA,61.82,Financial
2010-02-18,BA,62.89,Financial
2010-02-19,BA,63.59,Financial
2010-02-22,BA,63.97,Financial
2010-02-23,BA,62.77,Financial
2010-02-24,BA,63.48,Financial
2010-02-25,BA,62.87,Financial
2010-02-26,BA,63.16,Financial
2010-03-01,BA,64,Financial
2010-03-02,BA,64.44,Financial
2010-03-03,BA,64.45,Financial
2010-03-04,BA,65.55,Financial
2010-03-05,BA,67.93,Financial
2010-03-08,BA,67.24,Financial
2010-03-09,BA,67.79,Financial
2010-03-10,BA,70.01,Financial
2010-03-11,BA,70.07,Financial
2010-03-12,BA,69.83,Financial
2010-03-15,BA,69.4,Financial
2010-03-16,BA,68.72,Financial
2010-03-17,BA,69.38,Financial
2010-03-18,BA,70.87,Financial
2010-03-19,BA,70.72,Financial
2010-03-22,BA,71.91,Financial
2010-03-23,BA,72.18,Financial
2010-03-24,BA,72.32,Financial
2010-03-25,BA,72.49,Financial
2010-03-26,BA,72.59,Financial
2010-03-29,BA,74.11,Financial
2010-03-30,BA,73.53,Financial
2010-03-31,BA,72.61,Financial
2010-04-01,BA,72.99,Financial
2010-04-05,BA,72.04,Financial
2010-04-06,BA,72.36,Financial
2010-04-07,BA,72.1,Financial
2010-04-08,BA,72.28,Financial
2010-04-09,BA,72.42,Financial
2010-04-12,BA,71.92,Financial
2010-04-13,BA,71.19,Financial
2010-04-14,BA,71.7,Financial
2010-04-15,BA,72.09,Financial
2010-04-16,BA,70.79,Financial
2010-04-19,BA,70.96,Financial
2010-04-20,BA,71.41,Financial
2010-04-21,BA,74.16,Financial
2010-04-22,BA,75.59,Financial
2010-04-23,BA,75.13,Financial
2010-04-26,BA,74.34,Financial
2010-04-27,BA,72.48,Financial
2010-04-28,BA,72.37,Financial
2010-04-29,BA,73.79,Financial
2010-04-30,BA,72.43,Financial
2010-05-03,BA,74.39,Financial
2010-05-04,BA,72.79,Financial
2010-05-05,BA,71,Financial
2010-05-06,BA,67.97,Financial
2010-05-07,BA,66.72,Financial
2010-05-10,BA,71,Financial
2010-05-11,BA,71.42,Financial
2010-05-12,BA,72.87,Financial
2010-05-13,BA,71.76,Financial
2010-05-14,BA,69.82,Financial
2010-05-17,BA,69.68,Financial
2010-05-18,BA,67.725,Financial
2010-05-19,BA,66.21,Financial
2010-05-20,BA,63,Financial
2010-05-21,BA,64.56,Financial
2010-05-24,BA,63.15,Financial
2010-05-25,BA,62.78,Financial
2010-05-26,BA,63.26,Financial
2010-05-27,BA,65.13,Financial
2010-05-28,BA,64.18,Financial
2010-06-01,BA,62.95,Financial
2010-06-02,BA,64.34,Financial
2010-06-03,BA,64.31,Financial
2010-06-04,BA,61.1525,Financial
2010-06-07,BA,60.11,Financial
2010-06-08,BA,61.015,Financial
2010-06-09,BA,61.71,Financial
2010-06-10,BA,63.89,Financial
2010-06-11,BA,65.38,Financial
2010-06-14,BA,64.82,Financial
2010-06-15,BA,67.48,Financial
2010-06-16,BA,67.03,Financial
2010-06-17,BA,67.26,Financial
2010-06-18,BA,67.96,Financial
2010-06-21,BA,67.97,Financial
2010-06-22,BA,66.28,Financial
2010-06-23,BA,67.45,Financial
2010-06-24,BA,67.43,Financial
2010-06-25,BA,68.77,Financial
2010-06-28,BA,67.3,Financial
2010-06-29,BA,63.04,Financial
2010-06-30,BA,62.75,Financial
2010-07-01,BA,62.26,Financial
2010-07-02,BA,61.94,Financial
2010-07-06,BA,61.36,Financial
2010-07-07,BA,63.3,Financial
2010-07-08,BA,64.73,Financial
2010-07-09,BA,64.66,Financial
2010-07-12,BA,64.34,Financial
2010-07-13,BA,64.43,Financial
2010-07-14,BA,64.75,Financial
2010-07-15,BA,64.37,Financial
2010-07-16,BA,61.9,Financial
2010-07-19,BA,63.18,Financial
2010-07-20,BA,63.88,Financial
2010-07-21,BA,63.18,Financial
2010-07-22,BA,66.6,Financial
2010-07-23,BA,67.93,Financial
2010-07-26,BA,68.85,Financial
2010-07-27,BA,68.62,Financial
2010-07-28,BA,67.32,Financial
2010-07-29,BA,67.22,Financial
2010-07-30,BA,68.14,Financial
2010-08-02,BA,69.69,Financial
2010-08-03,BA,69.54,Financial
2010-08-04,BA,69.25,Financial
2010-08-05,BA,68.71,Financial
2010-08-06,BA,68.7,Financial
2010-08-09,BA,68.99,Financial
2010-08-10,BA,68.62,Financial
2010-08-11,BA,65.6,Financial
2010-08-12,BA,64.7,Financial
2010-08-13,BA,64.84,Financial
2010-08-16,BA,64.4,Financial
2010-08-17,BA,65.99,Financial
2010-08-18,BA,66,Financial
2010-08-19,BA,64.62,Financial
2010-08-20,BA,64.6,Financial
2010-08-23,BA,63.3,Financial
2010-08-24,BA,60.93,Financial
2010-08-25,BA,60.76,Financial
2010-08-26,BA,61.32,Financial
2010-08-27,BA,63.16,Financial
2010-08-30,BA,62.1,Financial
2010-08-31,BA,61.13,Financial
2010-09-01,BA,62.29,Financial
2010-09-02,BA,63.39,Financial
2010-09-03,BA,64.64,Financial
2010-09-07,BA,63.42,Financial
2010-09-08,BA,64.5,Financial
2010-09-09,BA,63.44,Financial
2010-09-10,BA,63.84,Financial
2010-09-13,BA,64.19,Financial
2010-09-14,BA,62.76,Financial
2010-09-15,BA,62.73,Financial
2010-09-16,BA,62.58,Financial
2010-09-17,BA,62.95,Financial
2010-09-20,BA,63.72,Financial
2010-09-21,BA,64.23,Financial
2010-09-22,BA,63.9,Financial
2010-09-23,BA,62.65,Financial
2010-09-24,BA,64.6,Financial
2010-09-27,BA,63.89,Financial
2010-09-28,BA,64.52,Financial
2010-09-29,BA,65.97,Financial
2010-09-30,BA,66.54,Financial
2010-10-01,BA,66.83,Financial
2010-10-04,BA,66.33,Financial
2010-10-05,BA,68.6,Financial
2010-10-06,BA,68.58,Financial
2010-10-07,BA,68.46,Financial
2010-10-08,BA,69.23,Financial
2010-10-11,BA,69.99,Financial
2010-10-12,BA,70.22,Financial
2010-10-13,BA,71.47,Financial
2010-10-14,BA,71.36,Financial
2010-10-15,BA,70.11,Financial
2010-10-18,BA,70.23,Financial
2010-10-19,BA,69.05,Financial
2010-10-20,BA,71.36,Financial
2010-10-21,BA,71.5,Financial
2010-10-22,BA,71.26,Financial
2010-10-25,BA,71.66,Financial
2010-10-26,BA,71.3,Financial
2010-10-27,BA,70.86,Financial
2010-10-28,BA,71.27,Financial
2010-10-29,BA,70.64,Financial
2010-11-01,BA,70.48,Financial
2010-11-02,BA,69.78,Financial
2010-11-03,BA,68.94,Financial
2010-11-04,BA,70.85,Financial
2010-11-05,BA,71.27,Financial
2010-11-08,BA,70.21,Financial
2010-11-09,BA,69.25,Financial
2010-11-10,BA,67.07,Financial
2010-11-11,BA,65.37,Financial
2010-11-12,BA,63.09,Financial
2010-11-15,BA,63.61,Financial
2010-11-16,BA,62.78,Financial
2010-11-17,BA,62.5,Financial
2010-11-18,BA,64.61,Financial
2010-11-19,BA,63.59,Financial
2010-11-22,BA,64.03,Financial
2010-11-23,BA,63.6,Financial
2010-11-24,BA,65.41,Financial
2010-11-26,BA,64.91,Financial
2010-11-29,BA,64.36,Financial
2010-11-30,BA,63.77,Financial
2010-12-01,BA,65.72,Financial
2010-12-02,BA,66.59,Financial
2010-12-03,BA,66.54,Financial
2010-12-06,BA,66.59,Financial
2010-12-07,BA,66.23,Financial
2010-12-08,BA,65.18,Financial
2010-12-09,BA,64.61,Financial
2010-12-10,BA,64.16,Financial
2010-12-13,BA,63.79,Financial
2010-12-14,BA,64.49,Financial
2010-12-15,BA,64.24,Financial
2010-12-16,BA,64.4,Financial
2010-12-17,BA,65.03,Financial
2010-12-20,BA,63.27,Financial
2010-12-21,BA,64.19,Financial
2010-12-22,BA,64.61,Financial
2010-12-23,BA,65.06,Financial
2010-12-27,BA,64.75,Financial
2010-12-28,BA,64.86,Financial
2010-12-29,BA,65.05,Financial
2010-12-30,BA,65.01,Financial
2010-12-31,BA,65.26,Financial
2010-01-04,WFC,27.32,Financial
2010-01-05,WFC,28.07,Financial
2010-01-06,WFC,28.11,Financial
2010-01-07,WFC,29.13,Financial
2010-01-08,WFC,28.86,Financial
2010-01-11,WFC,28.8,Financial
2010-01-12,WFC,28.08,Financial
2010-01-13,WFC,28.58,Financial
2010-01-14,WFC,28.99,Financial
2010-01-15,WFC,28.08,Financial
2010-01-19,WFC,28.28,Financial
2010-01-20,WFC,27.82,Financial
2010-01-21,WFC,28,Financial
2010-01-22,WFC,27.26,Financial
2010-01-25,WFC,27.66,Financial
2010-01-26,WFC,26.99,Financial
2010-01-27,WFC,28.2,Financial
2010-01-28,WFC,28.45,Financial
2010-01-29,WFC,28.43,Financial
2010-02-01,WFC,28.93,Financial
2010-02-02,WFC,28.79,Financial
2010-02-03,WFC,28.14,Financial
2010-02-04,WFC,27.06,Financial
2010-02-05,WFC,27.42,Financial
2010-02-08,WFC,26.43,Financial
2010-02-09,WFC,26.71,Financial
2010-02-10,WFC,27.18,Financial
2010-02-11,WFC,27.08,Financial
2010-02-12,WFC,26.88,Financial
2010-02-16,WFC,27.39,Financial
2010-02-17,WFC,27.33,Financial
2010-02-18,WFC,27.34,Financial
2010-02-19,WFC,27.37,Financial
2010-02-22,WFC,28.01,Financial
2010-02-23,WFC,27.29,Financial
2010-02-24,WFC,27.66,Financial
2010-02-25,WFC,27.44,Financial
2010-02-26,WFC,27.34,Financial
2010-03-01,WFC,27.35,Financial
2010-03-02,WFC,27.87,Financial
2010-03-03,WFC,28.2,Financial
2010-03-04,WFC,28.43,Financial
2010-03-05,WFC,29.15,Financial
2010-03-08,WFC,28.89,Financial
2010-03-09,WFC,28.98,Financial
2010-03-10,WFC,29.57,Financial
2010-03-11,WFC,29.76,Financial
2010-03-12,WFC,29.63,Financial
2010-03-15,WFC,29.89,Financial
2010-03-16,WFC,30.28,Financial
2010-03-17,WFC,30.55,Financial
2010-03-18,WFC,30.29,Financial
2010-03-19,WFC,30.38,Financial
2010-03-22,WFC,30.41,Financial
2010-03-23,WFC,31.08,Financial
2010-03-24,WFC,30.86,Financial
2010-03-25,WFC,31.06,Financial
2010-03-26,WFC,31.22,Financial
2010-03-29,WFC,31.1,Financial
2010-03-30,WFC,30.84,Financial
2010-03-31,WFC,31.12,Financial
2010-04-01,WFC,31.37,Financial
2010-04-05,WFC,31.51,Financial
2010-04-06,WFC,32.28,Financial
2010-04-07,WFC,31.99,Financial
2010-04-08,WFC,32.23,Financial
2010-04-09,WFC,32.3,Financial
2010-04-12,WFC,32.42,Financial
2010-04-13,WFC,32.15,Financial
2010-04-14,WFC,33.28,Financial
2010-04-15,WFC,33.51,Financial
2010-04-16,WFC,32.56,Financial
2010-04-19,WFC,33.02,Financial
2010-04-20,WFC,33.69,Financial
2010-04-21,WFC,33.01,Financial
2010-04-22,WFC,33.58,Financial
2010-04-23,WFC,33.48,Financial
2010-04-26,WFC,32.72,Financial
2010-04-27,WFC,31.72,Financial
2010-04-28,WFC,32.45,Financial
2010-04-29,WFC,33.23,Financial
2010-04-30,WFC,33.11,Financial
2010-05-03,WFC,33.88,Financial
2010-05-04,WFC,32.94,Financial
2010-05-05,WFC,32.66,Financial
2010-05-06,WFC,31.18,Financial
2010-05-07,WFC,30.82,Financial
2010-05-10,WFC,32.97,Financial
2010-05-11,WFC,32.91,Financial
2010-05-12,WFC,33.66,Financial
2010-05-13,WFC,33.08,Financial
2010-05-14,WFC,32.04,Financial
2010-05-17,WFC,31.97,Financial
2010-05-18,WFC,30.59,Financial
2010-05-19,WFC,30.08,Financial
2010-05-20,WFC,28.69,Financial
2010-05-21,WFC,30.11,Financial
2010-05-24,WFC,28.71,Financial
2010-05-25,WFC,28.9,Financial
2010-05-26,WFC,28.04,Financial
2010-05-27,WFC,29.41,Financial
2010-05-28,WFC,28.69,Financial
2010-06-01,WFC,28.23,Financial
2010-06-02,WFC,29.18,Financial
2010-06-03,WFC,28.86,Financial
2010-06-04,WFC,27.78,Financial
2010-06-07,WFC,27.29,Financial
2010-06-08,WFC,27.76,Financial
2010-06-09,WFC,27.03,Financial
2010-06-10,WFC,28.13,Financial
2010-06-11,WFC,27.84,Financial
2010-06-14,WFC,27.4,Financial
2010-06-15,WFC,27.91,Financial
2010-06-16,WFC,28.12,Financial
2010-06-17,WFC,27.93,Financial
2010-06-18,WFC,28.07,Financial
2010-06-21,WFC,27.94,Financial
2010-06-22,WFC,27.46,Financial
2010-06-23,WFC,27.32,Financial
2010-06-24,WFC,26.86,Financial
2010-06-25,WFC,27.05,Financial
2010-06-28,WFC,27.03,Financial
2010-06-29,WFC,25.93,Financial
2010-06-30,WFC,25.6,Financial
2010-07-01,WFC,25.18,Financial
2010-07-02,WFC,24.88,Financial
2010-07-06,WFC,25.15,Financial
2010-07-07,WFC,26.66,Financial
2010-07-08,WFC,26.64,Financial
2010-07-09,WFC,27,Financial
2010-07-12,WFC,27.06,Financial
2010-07-13,WFC,27.94,Financial
2010-07-14,WFC,27.66,Financial
2010-07-15,WFC,27.81,Financial
2010-07-16,WFC,26.24,Financial
2010-07-19,WFC,26.02,Financial
2010-07-20,WFC,25.91,Financial
2010-07-21,WFC,26.06,Financial
2010-07-22,WFC,27.39,Financial
2010-07-23,WFC,27.42,Financial
2010-07-26,WFC,27.91,Financial
2010-07-27,WFC,28.39,Financial
2010-07-28,WFC,28.07,Financial
2010-07-29,WFC,27.69,Financial
2010-07-30,WFC,27.73,Financial
2010-08-02,WFC,28.57,Financial
2010-08-03,WFC,28.12,Financial
2010-08-04,WFC,27.93,Financial
2010-08-05,WFC,27.88,Financial
2010-08-06,WFC,27.75,Financial
2010-08-09,WFC,28.23,Financial
2010-08-10,WFC,27.77,Financial
2010-08-11,WFC,26.3,Financial
2010-08-12,WFC,26,Financial
2010-08-13,WFC,25.84,Financial
2010-08-16,WFC,25.68,Financial
2010-08-17,WFC,25.34,Financial
2010-08-18,WFC,25.38,Financial
2010-08-19,WFC,24.43,Financial
2010-08-20,WFC,24.6,Financial
2010-08-23,WFC,24.23,Financial
2010-08-24,WFC,23.64,Financial
2010-08-25,WFC,23.6,Financial
2010-08-26,WFC,23.49,Financial
2010-08-27,WFC,24,Financial
2010-08-30,WFC,23.25,Financial
2010-08-31,WFC,23.55,Financial
2010-09-01,WFC,24.66,Financial
2010-09-02,WFC,25.1,Financial
2010-09-03,WFC,25.84,Financial
2010-09-07,WFC,24.92,Financial
2010-09-08,WFC,25.22,Financial
2010-09-09,WFC,25.69,Financial
2010-09-10,WFC,25.75,Financial
2010-09-13,WFC,26.5,Financial
2010-09-14,WFC,26.06,Financial
2010-09-15,WFC,26.34,Financial
2010-09-16,WFC,26.06,Financial
2010-09-17,WFC,26.01,Financial
2010-09-20,WFC,26.56,Financial
2010-09-21,WFC,26.38,Financial
2010-09-22,WFC,25.81,Financial
2010-09-23,WFC,25.04,Financial
2010-09-24,WFC,25.59,Financial
2010-09-27,WFC,25.53,Financial
2010-09-28,WFC,25.35,Financial
2010-09-29,WFC,25.04,Financial
2010-09-30,WFC,25.115,Financial
2010-10-01,WFC,25.56,Financial
2010-10-04,WFC,25.38,Financial
2010-10-05,WFC,26.2525,Financial
2010-10-06,WFC,26.3,Financial
2010-10-07,WFC,26,Financial
2010-10-08,WFC,25.95,Financial
2010-10-11,WFC,25.65,Financial
2010-10-12,WFC,25.98,Financial
2010-10-13,WFC,25.81,Financial
2010-10-14,WFC,24.72,Financial
2010-10-15,WFC,23.58,Financial
2010-10-18,WFC,24.87,Financial
2010-10-19,WFC,24.55,Financial
2010-10-20,WFC,25.6,Financial
2010-10-21,WFC,26.03,Financial
2010-10-22,WFC,26.11,Financial
2010-10-25,WFC,25.72,Financial
2010-10-26,WFC,25.91,Financial
2010-10-27,WFC,25.75,Financial
2010-10-28,WFC,25.94,Financial
2010-10-29,WFC,26.06,Financial
2010-11-01,WFC,25.93,Financial
2010-11-02,WFC,25.97,Financial
2010-11-03,WFC,26.46,Financial
2010-11-04,WFC,27.46,Financial
2010-11-05,WFC,29.22,Financial
2010-11-08,WFC,29.04,Financial
2010-11-09,WFC,28.13,Financial
2010-11-10,WFC,28.58,Financial
2010-11-11,WFC,28.19,Financial
2010-11-12,WFC,27.54,Financial
2010-11-15,WFC,27.65,Financial
2010-11-16,WFC,27.19,Financial
2010-11-17,WFC,26.86,Financial
2010-11-18,WFC,27.51,Financial
2010-11-19,WFC,27.49,Financial
2010-11-22,WFC,26.95,Financial
2010-11-23,WFC,26.8,Financial
2010-11-24,WFC,27.1125,Financial
2010-11-26,WFC,26.65,Financial
2010-11-29,WFC,27.2,Financial
2010-11-30,WFC,27.21,Financial
2010-12-01,WFC,27.53,Financial
2010-12-02,WFC,28.78,Financial
2010-12-03,WFC,29.05,Financial
2010-12-06,WFC,28.7425,Financial
2010-12-07,WFC,28.47,Financial
2010-12-08,WFC,29.37,Financial
2010-12-09,WFC,30.07,Financial
2010-12-10,WFC,30.27,Financial
2010-12-13,WFC,30.22,Financial
2010-12-14,WFC,29.8175,Financial
2010-12-15,WFC,29.79,Financial
2010-12-16,WFC,30.02,Financial
2010-12-17,WFC,29.96,Financial
2010-12-20,WFC,30.1,Financial
2010-12-21,WFC,30.82,Financial
2010-12-22,WFC,31.31,Financial
2010-12-23,WFC,30.99,Financial
2010-12-27,WFC,31.21,Financial
2010-12-28,WFC,31.2,Financial
2010-12-29,WFC,31.02,Financial
2010-12-30,WFC,30.82,Financial
2010-12-31,WFC,30.99,Financial
2010-01-04,NTRS,52.53,Financial
2010-01-05,NTRS,52.46,Financial
2010-01-06,NTRS,51.7,Financial
2010-01-07,NTRS,52.19,Financial
2010-01-08,NTRS,52.42,Financial
2010-01-11,NTRS,51.04,Financial
2010-01-12,NTRS,50.95,Financial
2010-01-13,NTRS,51.55,Financial
2010-01-14,NTRS,51.3,Financial
2010-01-15,NTRS,51.55,Financial
2010-01-19,NTRS,52.43,Financial
2010-01-20,NTRS,55.44,Financial
2010-01-21,NTRS,53.51,Financial
2010-01-22,NTRS,52.07,Financial
2010-01-25,NTRS,51.99,Financial
2010-01-26,NTRS,50.93,Financial
2010-01-27,NTRS,52.49,Financial
2010-01-28,NTRS,51.59,Financial
2010-01-29,NTRS,50.52,Financial
2010-02-01,NTRS,52.17,Financial
2010-02-02,NTRS,52.12,Financial
2010-02-03,NTRS,51.61,Financial
2010-02-04,NTRS,49.89,Financial
2010-02-05,NTRS,50.54,Financial
2010-02-08,NTRS,49.99,Financial
2010-02-09,NTRS,50.08,Financial
2010-02-10,NTRS,50.56,Financial
2010-02-11,NTRS,50.34,Financial
2010-02-12,NTRS,50.01,Financial
2010-02-16,NTRS,50.99,Financial
2010-02-17,NTRS,51.84,Financial
2010-02-18,NTRS,52.47,Financial
2010-02-19,NTRS,54.6,Financial
2010-02-22,NTRS,54.65,Financial
2010-02-23,NTRS,53.46,Financial
2010-02-24,NTRS,53.56,Financial
2010-02-25,NTRS,53.11,Financial
2010-02-26,NTRS,53.29,Financial
2010-03-01,NTRS,53.44,Financial
2010-03-02,NTRS,53.41,Financial
2010-03-03,NTRS,53.46,Financial
2010-03-04,NTRS,53.76,Financial
2010-03-05,NTRS,54.89,Financial
2010-03-08,NTRS,54.9,Financial
2010-03-09,NTRS,54.8,Financial
2010-03-10,NTRS,54.03,Financial
2010-03-11,NTRS,54.05,Financial
2010-03-12,NTRS,53.97,Financial
2010-03-15,NTRS,54.26,Financial
2010-03-16,NTRS,54.81,Financial
2010-03-17,NTRS,55.8,Financial
2010-03-18,NTRS,55.62,Financial
2010-03-19,NTRS,55.45,Financial
2010-03-22,NTRS,55.63,Financial
2010-03-23,NTRS,55.79,Financial
2010-03-24,NTRS,55.16,Financial
2010-03-25,NTRS,55.98,Financial
2010-03-26,NTRS,55.35,Financial
2010-03-29,NTRS,55.19,Financial
2010-03-30,NTRS,54.65,Financial
2010-03-31,NTRS,55.26,Financial
2010-04-01,NTRS,56.64,Financial
2010-04-05,NTRS,57.17,Financial
2010-04-06,NTRS,57.45,Financial
2010-04-07,NTRS,56.91,Financial
2010-04-08,NTRS,57.82,Financial
2010-04-09,NTRS,58.01,Financial
2010-04-12,NTRS,58.77,Financial
2010-04-13,NTRS,59.02,Financial
2010-04-14,NTRS,58.96,Financial
2010-04-15,NTRS,58.65,Financial
2010-04-16,NTRS,57.39,Financial
2010-04-19,NTRS,58.37,Financial
2010-04-20,NTRS,55.37,Financial
2010-04-21,NTRS,54.73,Financial
2010-04-22,NTRS,55.63,Financial
2010-04-23,NTRS,56.31,Financial
2010-04-26,NTRS,55.31,Financial
2010-04-27,NTRS,54.34,Financial
2010-04-28,NTRS,54.37,Financial
2010-04-29,NTRS,55.65,Financial
2010-04-30,NTRS,54.98,Financial
2010-05-03,NTRS,54.9,Financial
2010-05-04,NTRS,53.92,Financial
2010-05-05,NTRS,53.93,Financial
2010-05-06,NTRS,51.67,Financial
2010-05-07,NTRS,51.8,Financial
2010-05-10,NTRS,55.11,Financial
2010-05-11,NTRS,54.45,Financial
2010-05-12,NTRS,55.34,Financial
2010-05-13,NTRS,54.28,Financial
2010-05-14,NTRS,53.18,Financial
2010-05-17,NTRS,53.82,Financial
2010-05-18,NTRS,52.79,Financial
2010-05-19,NTRS,52.35,Financial
2010-05-20,NTRS,50.1,Financial
2010-05-21,NTRS,51.88,Financial
2010-05-24,NTRS,50.65,Financial
2010-05-25,NTRS,50.78,Financial
2010-05-26,NTRS,50.48,Financial
2010-05-27,NTRS,51.97,Financial
2010-05-28,NTRS,50.81,Financial
2010-06-01,NTRS,49.82,Financial
2010-06-02,NTRS,51.11,Financial
2010-06-03,NTRS,50.93,Financial
2010-06-04,NTRS,49.015,Financial
2010-06-07,NTRS,48.5,Financial
2010-06-08,NTRS,49.06,Financial
2010-06-09,NTRS,48.75,Financial
2010-06-10,NTRS,49.5,Financial
2010-06-11,NTRS,49.93,Financial
2010-06-14,NTRS,49.34,Financial
2010-06-15,NTRS,50.76,Financial
2010-06-16,NTRS,51.32,Financial
2010-06-17,NTRS,50.9,Financial
2010-06-18,NTRS,50.3,Financial
2010-06-21,NTRS,49.39,Financial
2010-06-22,NTRS,48.61,Financial
2010-06-23,NTRS,48.45,Financial
2010-06-24,NTRS,47.44,Financial
2010-06-25,NTRS,48.44,Financial
2010-06-28,NTRS,48.3,Financial
2010-06-29,NTRS,47.42,Financial
2010-06-30,NTRS,46.7,Financial
2010-07-01,NTRS,46.57,Financial
2010-07-02,NTRS,45.81,Financial
2010-07-06,NTRS,45.96,Financial
2010-07-07,NTRS,49.14,Financial
2010-07-08,NTRS,47.9,Financial
2010-07-09,NTRS,48.53,Financial
2010-07-12,NTRS,49.09,Financial
2010-07-13,NTRS,50.14,Financial
2010-07-14,NTRS,49.78,Financial
2010-07-15,NTRS,49.73,Financial
2010-07-16,NTRS,48.36,Financial
2010-07-19,NTRS,48.56,Financial
2010-07-20,NTRS,49.32,Financial
2010-07-21,NTRS,47.16,Financial
2010-07-22,NTRS,46.97,Financial
2010-07-23,NTRS,47.51,Financial
2010-07-26,NTRS,48.22,Financial
2010-07-27,NTRS,48.26,Financial
2010-07-28,NTRS,47.64,Financial
2010-07-29,NTRS,47.49,Financial
2010-07-30,NTRS,46.99,Financial
2010-08-02,NTRS,48.52,Financial
2010-08-03,NTRS,48.32,Financial
2010-08-04,NTRS,48.51,Financial
2010-08-05,NTRS,49.11,Financial
2010-08-06,NTRS,48.57,Financial
2010-08-09,NTRS,48.98,Financial
2010-08-10,NTRS,49.14,Financial
2010-08-11,NTRS,49.1,Financial
2010-08-12,NTRS,50.19,Financial
2010-08-13,NTRS,49.39,Financial
2010-08-16,NTRS,49.63,Financial
2010-08-17,NTRS,50.5,Financial
2010-08-18,NTRS,49.81,Financial
2010-08-19,NTRS,48.3,Financial
2010-08-20,NTRS,48.305,Financial
2010-08-23,NTRS,47.72,Financial
2010-08-24,NTRS,46.94,Financial
2010-08-25,NTRS,46.5,Financial
2010-08-26,NTRS,45.86,Financial
2010-08-27,NTRS,47.05,Financial
2010-08-30,NTRS,45.84,Financial
2010-08-31,NTRS,46.1275,Financial
2010-09-01,NTRS,47.4,Financial
2010-09-02,NTRS,47.22,Financial
2010-09-03,NTRS,48.86,Financial
2010-09-07,NTRS,47.71,Financial
2010-09-08,NTRS,47.83,Financial
2010-09-09,NTRS,47.94,Financial
2010-09-10,NTRS,47.7,Financial
2010-09-13,NTRS,48.98,Financial
2010-09-14,NTRS,48.61,Financial
2010-09-15,NTRS,48.68,Financial
2010-09-16,NTRS,49.25,Financial
2010-09-17,NTRS,49.04,Financial
2010-09-20,NTRS,49.48,Financial
2010-09-21,NTRS,48.435,Financial
2010-09-22,NTRS,47.54,Financial
2010-09-23,NTRS,46.97,Financial
2010-09-24,NTRS,48.64,Financial
2010-09-27,NTRS,47.97,Financial
2010-09-28,NTRS,48.1,Financial
2010-09-29,NTRS,47.82,Financial
2010-09-30,NTRS,48.24,Financial
2010-10-01,NTRS,48.72,Financial
2010-10-04,NTRS,47.67,Financial
2010-10-05,NTRS,48.6,Financial
2010-10-06,NTRS,48.89,Financial
2010-10-07,NTRS,48.22,Financial
2010-10-08,NTRS,48.35,Financial
2010-10-11,NTRS,48.95,Financial
2010-10-12,NTRS,49.26,Financial
2010-10-13,NTRS,49.48,Financial
2010-10-14,NTRS,49.3,Financial
2010-10-15,NTRS,48.74,Financial
2010-10-18,NTRS,50.15,Financial
2010-10-19,NTRS,49.29,Financial
2010-10-20,NTRS,48.92,Financial
2010-10-21,NTRS,47.41,Financial
2010-10-22,NTRS,47.81,Financial
2010-10-25,NTRS,48.02,Financial
2010-10-26,NTRS,50.57,Financial
2010-10-27,NTRS,50.31,Financial
2010-10-28,NTRS,50.02,Financial
2010-10-29,NTRS,49.63,Financial
2010-11-01,NTRS,49.41,Financial
2010-11-02,NTRS,50.61,Financial
2010-11-03,NTRS,50.42,Financial
2010-11-04,NTRS,51.63,Financial
