DATE,TICKER,PRC,Sector
2010-02-26,XOM,65,Energy
2010-03-01,XOM,65.4,Energy
2010-03-02,XOM,65.49,Energy
2010-03-03,XOM,65.43,Energy
2010-03-04,XOM,65.4,Energy
2010-03-05,XOM,66.47,Energy
2010-03-08,XOM,66.48,Energy
2010-03-09,XOM,66.78,Energy
2010-03-10,XOM,67.22,Energy
2010-03-11,XOM,67.22,Energy
2010-03-12,XOM,66.8,Energy
2010-03-15,XOM,66.3,Energy
2010-03-16,XOM,66.57,Energy
2010-03-17,XOM,67.36,Energy
2010-03-18,XOM,67.39,Energy
2010-03-19,XOM,67.04,Energy
2010-03-22,XOM,66.97,Energy
2010-03-23,XOM,66.95,Energy
2010-03-24,XOM,66.5,Energy
2010-03-25,XOM,66.3,Energy
2010-03-26,XOM,66.54,Energy
2010-03-29,XOM,67.3,Energy
2010-03-30,XOM,67.05,Energy
2010-03-31,XOM,66.98,Energy
2010-04-01,XOM,67.61,Energy
2010-04-05,XOM,68.19,Energy
2010-04-06,XOM,67.9,Energy
2010-04-07,XOM,67.34,Energy
2010-04-08,XOM,67.86,Energy
2010-04-09,XOM,68.76,Energy
2010-04-12,XOM,68.71,Energy
2010-04-13,XOM,68.66,Energy
2010-04-14,XOM,68.61,Energy
2010-04-15,XOM,68.26,Energy
2010-04-16,XOM,67.93,Energy
2010-04-19,XOM,68.23,Energy
2010-04-20,XOM,68.97,Energy
2010-04-21,XOM,68.92,Energy
2010-04-22,XOM,68.56,Energy
2010-04-23,XOM,69.24,Energy
2010-04-26,XOM,69.29,Energy
2010-04-27,XOM,68.27,Energy
2010-04-28,XOM,69.19,Energy
2010-04-29,XOM,68.66,Energy
2010-04-30,XOM,67.77,Energy
2010-05-03,XOM,67.84,Energy
2010-05-04,XOM,66.47,Energy
2010-05-05,XOM,66.17,Energy
2010-05-06,XOM,63.89,Energy
2010-05-07,XOM,63.7,Energy
2010-05-10,XOM,65.23,Energy
2010-05-11,XOM,64.46,Energy
2010-05-12,XOM,64.91,Energy
2010-05-13,XOM,64.74,Energy
2010-05-14,XOM,63.6,Energy
2010-05-17,XOM,63.27,Energy
2010-05-18,XOM,62.79,Energy
2010-05-19,XOM,62.45,Energy
2010-05-20,XOM,60.33,Energy
2010-05-21,XOM,60.88,Energy
2010-05-24,XOM,60.19,Energy
2010-05-25,XOM,59.71,Energy
2010-05-26,XOM,59.31,Energy
2010-05-27,XOM,61.46,Energy
2010-05-28,XOM,60.46,Energy
2010-06-01,XOM,59.25,Energy
2010-06-02,XOM,60.77,Energy
2010-06-03,XOM,61.56,Energy
2010-06-04,XOM,59.525,Energy
2010-06-07,XOM,59.3,Energy
2010-06-08,XOM,61.24,Energy
2010-06-09,XOM,60.03,Energy
2010-06-10,XOM,61.89,Energy
2010-06-11,XOM,61.86,Energy
2010-06-14,XOM,61.37,Energy
2010-06-15,XOM,62.51,Energy
2010-06-16,XOM,62.51,Energy
2010-06-17,XOM,62.6,Energy
2010-06-18,XOM,63.1,Energy
2010-06-21,XOM,63.13,Energy
2010-06-22,XOM,61.94,Energy
2010-06-23,XOM,61.1,Energy
2010-06-24,XOM,60.07,Energy
2010-06-25,XOM,59.1,Energy
2010-06-28,XOM,58.47,Energy
2010-06-29,XOM,57.29,Energy
2010-06-30,XOM,57.07,Energy
2010-07-01,XOM,56.61,Energy
2010-07-02,XOM,56.57,Energy
2010-07-06,XOM,57.46,Energy
2010-07-07,XOM,58.43,Energy
2010-07-08,XOM,58.81,Energy
2010-07-09,XOM,58.78,Energy
2010-07-12,XOM,58.94,Energy
2010-07-13,XOM,59.42,Energy
2010-07-14,XOM,59.26,Energy
2010-07-15,XOM,59.27,Energy
2010-07-16,XOM,57.96,Energy
2010-07-19,XOM,58.43,Energy
2010-07-20,XOM,58.95,Energy
2010-07-21,XOM,58.17,Energy
2010-07-22,XOM,59.38,Energy
2010-07-23,XOM,59.72,Energy
2010-07-26,XOM,60.39,Energy
2010-07-27,XOM,60.81,Energy
2010-07-28,XOM,60.91,Energy
2010-07-29,XOM,60.34,Energy
2010-07-30,XOM,59.68,Energy
2010-08-02,XOM,61.94,Energy
2010-08-03,XOM,62.72,Energy
2010-08-04,XOM,62.72,Energy
2010-08-05,XOM,62.71,Energy
2010-08-06,XOM,61.97,Energy
2010-08-09,XOM,62.45,Energy
2010-08-10,XOM,61.93,Energy
2010-08-11,XOM,60.39,Energy
2010-08-12,XOM,60.23,Energy
2010-08-13,XOM,59.91,Energy
2010-08-16,XOM,59.88,Energy
2010-08-17,XOM,60.82,Energy
2010-08-18,XOM,60.15,Energy
2010-08-19,XOM,59.29,Energy
2010-08-20,XOM,58.89,Energy
2010-08-23,XOM,59.5,Energy
2010-08-24,XOM,58.94,Energy
2010-08-25,XOM,58.91,Energy
2010-08-26,XOM,58.48,Energy
2010-08-27,XOM,59.8,Energy
2010-08-30,XOM,59,Energy
2010-08-31,XOM,59.11,Energy
2010-09-01,XOM,60.91,Energy
2010-09-02,XOM,61.06,Energy
2010-09-03,XOM,61.32,Energy
2010-09-07,XOM,60.55,Energy
2010-09-08,XOM,60.75,Energy
2010-09-09,XOM,61.05,Energy
2010-09-10,XOM,61.2,Energy
2010-09-13,XOM,61,Energy
2010-09-14,XOM,61.01,Energy
2010-09-15,XOM,61,Energy
2010-09-16,XOM,60.97,Energy
2010-09-17,XOM,60.78,Energy
2010-09-20,XOM,61.55,Energy
2010-09-21,XOM,61.54,Energy
2010-09-22,XOM,61.45,Energy
2010-09-23,XOM,61.15,Energy
2010-09-24,XOM,61.75,Energy
2010-09-27,XOM,61.71,Energy
2010-09-28,XOM,62.06,Energy
2010-09-29,XOM,61.59,Energy
2010-09-30,XOM,61.79,Energy
2010-10-01,XOM,62.54,Energy
2010-10-04,XOM,62.19,Energy
2010-10-05,XOM,63.26,Energy
2010-10-06,XOM,63.94,Energy
2010-10-07,XOM,63.85,Energy
2010-10-08,XOM,64.38,Energy
2010-10-11,XOM,64.55,Energy
2010-10-12,XOM,64.7,Energy
2010-10-13,XOM,65.04,Energy
2010-10-14,XOM,65.3,Energy
2010-10-15,XOM,65.19,Energy
2010-10-18,XOM,66.28,Energy
2010-10-19,XOM,65.12,Energy
2010-10-20,XOM,66.01,Energy
2010-10-21,XOM,66.32,Energy
2010-10-22,XOM,66.34,Energy
2010-10-25,XOM,66.2,Energy
2010-10-26,XOM,66.53,Energy
2010-10-27,XOM,65.67,Energy
2010-10-28,XOM,66.22,Energy
2010-10-29,XOM,66.49,Energy
2010-11-01,XOM,66.95,Energy
2010-11-02,XOM,67.84,Energy
2010-11-03,XOM,67.97,Energy
2010-11-04,XOM,69.38,Energy
2010-11-05,XOM,70,Energy
2010-11-08,XOM,70.32,Energy
2010-11-09,XOM,70.63,Energy
2010-11-10,XOM,71.13,Energy
2010-11-11,XOM,71.83,Energy
2010-11-12,XOM,70.99,Energy
2010-11-15,XOM,70.48,Energy
2010-11-16,XOM,68.94,Energy
2010-11-17,XOM,69.01,Energy
2010-11-18,XOM,70.31,Energy
2010-11-19,XOM,70.54,Energy
2010-11-22,XOM,70.19,Energy
2010-11-23,XOM,68.98,Energy
2010-11-24,XOM,69.88,Energy
2010-11-26,XOM,69.27,Energy
2010-11-29,XOM,69.45,Energy
2010-11-30,XOM,69.56,Energy
2010-12-01,XOM,71.33,Energy
